,true_class,no_permute,gal_b2,gal_l2,hard_hs,hard_hm,hard_ms,var_inter_prob_b,var_inter_sigma_b,var_intra_prob_b,var_inter_index_b,kp_intra_prob_b,var_intra_index_b,h-csc,b-csc,m-csc,s-csc,u-csc,0p3_8_csc,FUV,NUV,u-sdss,g-sdss,r-sdss,i-sdss,z-sdss,W1,W2,W3,W4,4.5 microns (IRAC),8.0 microns (IRAC),24 microns (MIPS),J,H,K,3.6 microns (IRAC),5.8 microns (IRAC),G,Bp,Rp,B-R,G-J,G-W2,Bp-H,Bp-W3,Rp-K,J-H,J-W1,W1-W2
6498,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6499,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
6500,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
6501,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6502,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,STAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR
6503,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6504,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6505,STAR,PULSAR,HMXB,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,STAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR
6506,HMXB,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,AGN,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX,ULX
6507,CV,HMXB,CV,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
6508,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6509,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
6510,STAR,YSO,STAR,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
6511,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
6512,ULX,HMXB,STAR,ULX,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,ULX,HMXB,ULX,ULX,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,ULX,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,STAR,HMXB,HMXB,ULX,HMXB,ULX,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
6513,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6514,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
6515,YSO,YSO,STAR,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
6516,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6517,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6518,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6519,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
6520,AGN,HMXB,HMXB,ULX,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
6521,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6522,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
6523,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
6524,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6525,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6526,CV,CV,AGN,AGN,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV
6527,YSO,YSO,HMXB,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
6528,CV,CV,HMXB,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV
6529,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
6530,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
6531,AGN,AGN,AGN,HMXB,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
6532,ULX,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
6533,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
6534,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO,YSO
6535,HMXB,CV,ULX,ULX,CV,CV,CV,HMXB,CV,CV,HMXB,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,CV,HMXB,CV,CV
6536,STAR,STAR,YSO,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6537,CV,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6538,PULSAR,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
6539,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6540,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
6541,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6542,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
6543,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6544,ULX,PULSAR,ULX,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR
6545,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
6546,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6547,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,HMXB,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
6548,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6549,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6550,HMXB,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,HMXB,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
6551,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6552,ULX,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
6553,STAR,HMXB,HMXB,STAR,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,PULSAR,STAR,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,AGN,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,STAR,HMXB,STAR,HMXB,HMXB,STAR,HMXB,HMXB,HMXB,STAR,HMXB,STAR,HMXB,STAR,HMXB,HMXB,HMXB
6554,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
6555,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6556,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR,STAR
6557,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN,AGN
6558,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
6559,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR,PULSAR
6560,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB,HMXB
